Q3,Q5,hireability_HR_10,years_experience_H,prev_jobs_H,applicant_male,applicant_age,applicant_ethnicity,hireability_Software_10,years_experience_S,prev_jobs_S,Q226,Q227,Q228,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,Q117,PROLIFIC_PID,Job,Cond,Name,Dates1,Dates2
6,ice,,,,,,,91,10,2,1,30,7,0,,74,2,4,,no,39,198,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,82,10,2,0,35,7,,,,,,,0,,56,2,3,,no,41,199,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,81,2,1,0,28,7,1,,61,3,6,,No,40,200,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,80,10,2,0,30,7,1,,65,2,3,,No,36,201,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,202,,,,,
6,ice,92,10,2,1,37,7,,,,,,,1,,61,2,3,,No,40,203,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,100,10,2,1,31,4,0,,57,2,5,,No,40,2.04E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,77,10,3,0,32,7,,,,,,,1,,70,2,3,,Good survey ,33,2.05E+02,HR,Male Treat,Samuel Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,206,,,,,
6,ice,,,,,,,95,10,2,0,33,7,1,,72,2,5,,No,39,207,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,95,10,3,1,35,7,1,,43,2,2,,I took a guess at years of work experience i was more concerned with the persons abilities to do the job,39,208,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,63,11,2,1,37,7,1,,60,2,5,,no,34,209,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,0,30,7,,,,,,,0,,76,3,5,,No,37,210,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,86,10,2,1,30,5,,,,,,,0,,70,2,6,,"I don't think the attention check on total years of work experience was very fair, Prolific's terms say fair attention checks should refer to the current page, not previous ones, and the information did not stand out clearly.",40,211,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,95,11,3,1,32,7,0,,58,2,3,,No,43,2.12E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,91,10,2,1,40,7,,,,,,,1,,60,2,5,,No,38,2.13E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,100,8,2,0,30,7,,,,,,,0,,75,2,6,,No,38,214,HR,Female Treat,Sarah Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,215,,,,,
6,ice,90,10,2,1,32,7,,,,,,,1,,56,2,7,,No,28,216,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,91,6,1,1,32,7,,,,,,,1,,67,2,5,,,34,217,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,85,8,2,0,30,7,1,,76,2,7,,No,33,218,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,219,,,,,
6,ice,,,,,,,82,4,1,1,25,7,1,,34,2,3,,No,28,2.20E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,1,32,7,0,,68,1,5,,No,38,2.21E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,40,5,2,0,27,7,0,,76,2,6,,,37,222,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,10,2,0,30,7,,,,,,,1,,47,2,4,,No,34,223,HR,Female Treat,Sarah Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,224,,,,,
6,ice,100,10,2,1,32,7,,,,,,,1,,54,2,4,,No.,40,225,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,8,1,0,28,7,0,,75,2,6,,No,34,226,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,72,10,3,1,30,8,0,,68,3,6,,no,43,227,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,1,35,7,,,,,,,0,,68,2,5,,No,37,2.28E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,2.29E+02,,,,,
6,ice,91,10,2,1,35,6,,,,,,,0,,68,2,6,,No,37,230,HR,Male Treat,Samuel Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,231,,,,,
6,ice,91,8,3,0,44,7,,,,,,,1,,69,2,6,,No,41,232,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,7,2,1,30,7,,,,,,,0,,70,2,5,,no,28,233,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,70,10,2,0,35,7,,,,,,,1,,79,2,3,,No.,30,234,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,235,,,,,
6,ice,80,10,2,0,35,7,,,,,,,1,,64,2,3,,,36,2.36E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,80,2,1,1,24,4,1,,81,3,3,,No,42,2.37E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,238,,,,,
6,ice,,,,,,,100,5,3,0,26,7,0,,62,3,8,3 year degree,,34,239,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,80,6,2,1,27,7,1,,62,2,2,,No,40,240,Software,Male Treat,James Smith,6 years,4 years
6,ice,91,10,2,1,35,7,,,,,,,0,,71,2,5,,No,39,241,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,100,4,2,1,35,7,0,,79,2,2,,No,43,242,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,95,5,2,0,26,7,1,,68,2,5,,No,28,243,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,82,8,2,0,30,7,0,,57,3,7,,no,34,2.44E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,51,3,3,0,30,7,0,,74,2,5,,no,34,2.45E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,88,10,2,0,33,7,1,,60,2,7,,no,42,246,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,90,4,2,1,23,7,1,,68,2,6,,,37,247,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,75,7,2,0,29,7,,,,,,,1,,69,2,6,,No,42,248,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,5,0,1,29,7,,,,,,,0,,57,2,5,,No,39,249,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,61,5,1,1,28,7,0,,49,2,3,,No,36,250,Software,Male Treat,James Smith,6 years,4 years
6,ice,87,7,2,1,32,7,,,,,,,0,,73,2,5,,No,31,251,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,70,10,3,1,32,8,1,,69,2,7,,No,37,2.52E+02,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,2.53E+02,,,,,
6,ice,,,,,,,91,6,2,0,33,7,1,,63,2,6,,No,37,254,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,255,,,,,
6,ice,,,,,,,80,6,1,0,26,7,1,,61,2,2,,No,36,256,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,91,8,2,0,28,7,,,,,,,0,,75,2,4,,no,37,257,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,48,10,2,1,34,7,1,,45,2,4,,,32,258,Software,Male Treat,James Smith,6 years,4 years
6,ice,100,6,2,0,35,7,,,,,,,1,,69,2,6,,,37,259,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,70,10,2,0,33,7,1,,62,2,3,,No,28,2.60E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,90,5,2,1,28,7,1,,70,2,5,,No,34,2.61E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,9,2,1,35,5,,,,,,,1,,59,2,3,,no,30,262,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,81,7,4,1,27,7,,,,,,,0,,69,2,3,,no,37,263,HR,Male Treat,Samuel Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,264,,,,,
6,ice,69,4,2,0,24,7,,,,,,,1,,53,2,2,,no,32,265,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,92,10,2,0,33,7,,,,,,,1,,47,2,5,,No,36,266,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,87,7,4,0,27,7,1,,74,2,5,,,32,267,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,95,9,2,0,30,7,,,,,,,0,,73,5,5,,no,39,2.68E+02,HR,Female Treat,Sarah Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,2.69E+02,,,,,
6,ice,76,6,3,1,30,4,,,,,,,1,,81,3,6,,no,33,270,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,100,9,2,1,30,7,1,,54,2,5,,No,37,271,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,29,9,2,1,31,7,0,,66,2,5,,No.,32,272,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,273,,,,,
6,ice,,,,,,,72,10,2,1,35,7,0,,81,2,5,,,38,274,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,80,4,2,0,29,7,1,,64,2,5,,No,39,275,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,51,7,2,1,30,7,,,,,,,0,,48,2,5,,No,40,2.76E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,61,10,2,0,35,7,,,,,,,0,,71,2,6,,no,37,2.77E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,80,9,2,0,32,7,1,,67,2,6,,No.,42,278,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,279,,,,,
6,ice,95,0,2,1,30,7,,,,,,,1,,43,2,7,,No,34,280,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,70,5,2,1,28,7,0,,66,2,7,,,34,281,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,4,1,0,27,7,,,,,,,1,,78,2,4,,No.,33,282,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,82,8,4,1,31,7,,,,,,,0,,63,3,6,,No,39,283,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,79,9,3,0,29,7,,,,,,,0,,68,2,6,,No,36,2.84E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,81,8,2,1,31,7,1,,46,2,5,,no,34,2.85E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,82,10,2,0,33,7,,,,,,,1,,71,2,2,,no,40,286,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,287,,,,,
6,ice,,,,,,,90,10,2,1,33,7,1,,70,2,5,,No,42,288,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,100,8,2,0,27,7,1,,61,2,5,,"I think the level of detail you expect to remember is a bit tough honestly, there was a huge amount of text and you could have asked about absolutely anything ",33,289,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,94,10,2,1,36,7,0,,73,2,5,,,43,290,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,9,2,1,32,7,0,,78,2,5,,,32,291,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,4,2,1,31,7,,,,,,,1,,56,2,3,,No,33,2.92E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,100,7,2,0,30,7,1,,65,3,5,,No,37,2.93E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,90,10,2,0,35,6,0,,60,2,5,,No.,38,294,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,100,9,2,1,33,7,0,,74,2,5,,no,33,295,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,61,8,2,0,30,7,,,,,,,0,,74,2,5,,No,34,296,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,93,10,2,0,35,7,,,,,,,1,,74,2,3,,,38,297,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,Ice,,,,,,,,,,,,,,,,,,,,,298,,,,,
6,ice,100,8,2,1,34,7,,,,,,,0,,69,2,6,,No.,36,299,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,45,9,2,0,32,7,0,,80,2,4,,No,43,3.00E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,3,0,40,7,,,,,,,1,,54,2,7,,,34,3.01E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,91,8,2,1,30,7,,,,,,,1,,77,2,7,,No,34,302,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,73,6,4,0,40,7,0,,72,2,6,,no,37,303,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,304,,,,,
6,ice,,,,,,,95,10,2,1,34,7,1,,79,2,2,,No.,40,305,Software,Male Treat,James Smith,6 years,4 years
6,ice,100,10,2,1,35,7,,,,,,,0,,53,2,5,,No,38,306,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,92,11,3,0,30,7,0,,62,2,4,,no,38,307,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,90,7,2,0,30,7,0,,72,2,5,,stated my response was outdated and refreshed page,40,3.08E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,88,8,4,0,32,7,,,,,,,0,,78,2,4,,No,43,3.09E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,81,6,2,1,30,7,,,,,,,0,,57,2,5,,"I studied the CV and noticed he had 2 previous jobs with the NHS and Experian but I over looked how many years they had worked. I was impressed that they were promoted from HR adviser to HR manager. I apologise and as rejected surveys mess up your prolific account, I will return it, but please feel free to use my information. ",32,310,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,99,11,3,0,36,7,0,,64,2,4,,No,28,311,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,100,10,2,1,35,7,,,,,,,1,,78,3,3,,No,32,312,HR,Male Treat,Samuel Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,313,,,,,
6,ice,,,,,,,70,9,2,1,35,7,1,,82,2,2,,,37,314,Software,Male Treat,James Smith,6 years,4 years
6,ice,100,10,2,1,31,7,,,,,,,0,,74,2,5,,No,43,315,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,90,10,2,0,32,7,1,,43,2,2,,No,31,3.16E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,100,10,2,0,40,7,,,,,,,0,,77,2,5,,no,32,3.17E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,4,0,0,22,7,0,,50,2,2,,No,37,318,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,70,8,2,1,31,8,0,,66,2,5,,,37,319,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,91,9,2,1,36,7,1,,52,2,2,,No,40,320,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,78,10,2,1,36,6,1,,76,2,5,,No.,30,321,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,9,2,0,31,7,0,,52,2,5,,It was not possible to know the ethnic identity of the clien or even to guess it,37,322,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,11,2,0,40,7,,,,,,,0,,51,2,6,,No,40,323,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,91,7,3,0,36,7,0,,61,1,6,,No,33,3.24E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,87,10,2,0,31,7,,,,,,,1,,64,2,6,,No,36,3.25E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,10,2,1,35,7,,,,,,,0,,51,2,2,,No,37,326,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,81,10,2,0,34,7,,,,,,,1,,64,2,3,,No,40,327,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,62,10,2,1,25,7,,,,,,,0,,52,2,5,,no,40,328,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,100,6,2,0,30,7,,,,,,,0,,75,2,3,,No,40,329,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,99,10,2,1,35,7,0,,61,2,3,,,40,330,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,76,9,2,0,32,7,1,,67,2,2,,No,43,331,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,10,2,1,32,7,0,,72,2,5,,No,42,3.32E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,100,10,2,1,33,7,,,,,,,1,,52,2,3,,no,44,3.33E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,4,2,0,26,7,,,,,,,0,,75,2,5,,No.,37,334,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,10,2,0,37,7,,,,,,,0,,68,2,6,,no,40,335,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,76,10,2,0,33,7,0,,40,2,5,,No,39,336,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,92,10,2,0,35,7,1,,69,2,6,,,36,337,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,338,,,,,
6,ice,,,,,,,90,10,1,0,40,7,1,,71,2,7,,No,34,339,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,3.40E+02,,,,,
6,ice,,,,,,,90,10,2,1,30,7,0,,60,2,5,,,40,3.41E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,90,7,2,1,33,7,,,,,,,0,,72,2,5,,,43,342,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,83,10,2,1,29,7,,,,,,,0,,62,2,5,,,38,343,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,5,6,1,35,7,1,,72,2,4,,No,37,344,Software,Male Treat,James Smith,6 years,4 years
6,ice,75,10,2,1,45,7,,,,,,,1,,61,2,5,,No,44,345,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,100,10,2,1,35,6,,,,,,,1,,61,2,5,,,42,346,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,11,2,1,35,7,0,,69,2,3,,No,38,347,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,8,2,1,36,7,0,,63,2,5,,no,36,3.48E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,35,7,1,,47,2,7,,No,37,3.49E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,77,5,2,0,31,7,,,,,,,0,,75,2,5,,no,37,350,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,15,2,1,45,7,,,,,,,1,,47,2,5,,No,39,351,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,30,7,10,,76,2,6,,No.,43,352,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,73,7,2,0,30,7,,,,,,,0,,77,2,6,,No,33,353,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,76,4,3,1,35,7,,,,,,,0,,78,2,6,,,43,354,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,8,2,0,35,7,,,,,,,1,,57,2,5,,,34,355,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,83,10,2,1,32,7,0,,73,2,5,,No.,31,3.56E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,100,10,2,1,30,7,,,,,,,1,,74,2,5,,No,33,3.57E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,92,8,3,1,35,7,,,,,,,0,,48,2,5,,No,37,358,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,80,5,2,1,30,7,,,,,,,1,,62,2,5,,No,41,359,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,Ice,,,,,,,,,,,,,,,,,,,,,360,,,,,
6,ice,90,10,2,1,34,7,,,,,,,0,,76,2,5,,No.,37,361,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,81,10,2,0,34,7,,,,,,,1,,53,2,4,,No,40,362,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,81,9,2,1,30,7,1,,72,2,6,,no,40,363,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,1,34,8,,,,,,,1,,78,2,2,,no,28,3.64E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,6,3,0,25,7,1,,54,2,6,,No,38,3.65E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,82,10,2,0,35,7,0,,72,1,5,,No,34,366,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,96,9,2,1,32,7,1,,69,2,5,,No,42,367,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,6,2,0,30,6,,,,,,,0,,73,2,3,,no,43,368,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,12,2,0,33,7,,,,,,,1,,62,2,5,,No,28,369,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,99,10,2,1,35,7,,,,,,,0,,74,2,6,,No.,34,370,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,100,10,3,1,35,7,0,,64,2,5,,No,36,371,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,92,6,1,0,30,8,,,,,,,0,,64,2,4,,,33,3.72E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,70,10,2,1,35,7,,,,,,,0,,68,2,2,,No,40,3.73E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,72,9,2,1,35,7,1,,52,3,5,,No,34,374,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,90,9,2,0,32,7,0,,60,2,5,,No,39,375,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,90,9,2,0,35,7,1,,69,2,6,,,36,376,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,60,10,2,1,30,6,0,,80,2,5,,No,40,377,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,10,2,0,35,7,0,,56,2,7,,No.,34,378,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,59,9,2,0,30,7,0,,72,2,5,,No,34,379,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,10,1,1,32,7,,,,,,,1,,40,2,5,,N0,34,3.80E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,71,10,2,1,32,7,1,,59,3,6,,no,42,3.81E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,95,10,2,0,31,7,,,,,,,0,,73,2,5,,No,43,382,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,99,5,3,0,27,4,,,,,,,0,,72,3,3,,No,40,383,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,384,,,,,
6,ice,,,,,,,85,10,2,0,32,7,1,,37,2,3,,No,32,385,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,85,10,2,1,34,7,0,,62,2,3,,,41,386,Software,Male Treat,James Smith,6 years,4 years
6,ice,82,10,2,0,34,8,,,,,,,0,,58,2,5,,No,33,387,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,90,10,2,1,33,7,0,,59,2,5,,No,39,3.88E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,90,10,2,0,31,7,0,,64,3,5,,No,37,3.89E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,80,12,3,0,38,7,1,,62,2,5,,No,36,390,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,95,10,2,1,32,7,,,,,,,1,,62,1,5,,"The weird thing about the study is that, the study wants us to guess the ethnicity and gender from the name, age from the uncompleted information on the cv.",33,391,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,10,2,0,38,7,,,,,,,1,,81,2,3,,No,38,392,HR,Female Treat,Sarah Brown,6 years,4 years
