CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
EUR	Europe	Europe	Europa	Y	This aggregate covers following countries: BE, BG, CZ, DK, DE, EE, IE, EL, ES, FR, HR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, RO, SI, SK, FI, SE, UK, MK, TR, IS, NO, CH, LI, BY, MD, RU, UA, AX, FO, GG, IM, JE, SJ, AL, AD, BA, GI, VA, ME, SM, RS, MC
EU	European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)	Union européenne (UE6-1958, UE9-1973, UE10-1981, UE12-1986, UE15-1995, UE25-2004, UE27-2007, UE28-2013, UE27-2020)	Europäische Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)	Y	
EU_V	European Union (aggregate changing according to the context)	Union européenne (agrégat variable en fonction du contexte)	Europäische Union (Aggregat ändert sich je nach Anwendungsbereich)	N	
EU27_2020_EFTA	European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries	Union européenne - 27 pays (à partir de 2020) et pays de l'Association Européenne de Libre Echange (AELE)	Europäische Union - 27 Länder (ab 2020) und Länder der Europäischen Freihandelsassoziation (EFTA)	Y	
EU27_2020_IS_K	European Union - 27 countries (from 2020) and Iceland under the Kyoto Protocol	Union européenne - 27 pays (à partir de 2020) et l'Islande dans le cadre du Protocole de Kyoto	Europäische Union - 27 Länder (ab 2020) und Island unter dem Kyoto-Protokoll	Y	
EU27_2020	European Union - 27 countries (from 2020)	Union européenne - 27 pays (à partir de 2020)	Europäische Union - 27 Länder (ab 2020)	Y	This aggregate covers following countries: BE, BG, CZ, DK, DE, EE, IE, EL, ES, FR, HR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, RO, SI, SK, FI, SE
EU28_EFTA	European Union - 28 countries (2013-2020) and European Free Trade Association (EFTA) countries	Union européenne - 28 pays (2013-2020) et pays de l'Association Européenne de Libre Echange (AELE)	Europäische Union - 28 Länder (2013-2020) und Länder der Europäischen Freihandelsassoziation (EFTA)	Y	
EU28_IS_K	European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol	Union européenne - 28 pays (2013-2020) et l'Islande dans le cadre du Protocole de Kyoto	Europäische Union - 28 Länder (2013-2020) und Island unter dem Kyoto-Protokoll	Y	
EU28	European Union - 28 countries (2013-2020)	Union européenne - 28 pays (2013-2020)	Europäische Union - 28 Länder (2013-2020)	Y	This aggregate covers following countries: BE, BG, CZ, DK, DE, EE, IE, EL, ES, FR, HR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, RO, SI, SK, FI, SE, UK
EU27_2007	European Union - 27 countries (2007-2013)	Union européenne - 27 pays (2007-2013)	Europäische Union - 27 Länder (2007-2013)	Y	This aggregate covers following countries: BE, BG, CZ, DK, DE, EE, IE, EL, ES, FR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, RO, SI, SK, FI, SE, UK
EU25	European Union - 25 countries (2004-2006)	Union européenne - 25 pays (2004-2006)	Europäische Union - 25 Länder (2004-2006)	Y	This aggregate covers following countries: BE, CZ, DK, DE, EE, IE, EL, ES, FR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, SI, SK, FI, SE, UK
EU15	European Union - 15 countries (1995-2004)	Union européenne - 15 pays (1995-2004)	Europäische Union - 15 Länder (1995-2004)	Y	This aggregate covers following countries: BE, DK, DE, IE, EL, ES, FR, IT, LU, NL, AT, PT, FI, SE, UK
EU15_NO	European Union - 15 countries (1995-2004) and Norway	Union européenne - 15 pays (1995-2004) et Norvège	Europäische Union - 15 Länder (1995-2004) und Norwegen	N	This aggregate covers following countries: BE, DK, DE, IE, EL, ES, FR, IT, LU, NL, AT, PT, FI, SE, UK, NO
NMS13	New Member States - 13 countries (from 2013)	Nouveaux Etats membres - 13 pays (à partir de 2013)	Neue Mitgliedstaaten - 13 Länder (ab 2013)	Y	This aggregate covers the New Member States in 2013: BG, CZ, EE, HR, CY, LV, LT, HU, MT, PL, RO, SI, SK
NMS12	New Member States - 12 countries (2007-2013)	Nouveaux Etats membres - 12 pays (2007-2013)	Neue Mitgliedstaaten - 12 Länder (2007-2013)	Y	This aggregate covers the New Member States in 2007: BG, CZ, EE, CY, LV, LT, HU, MT, PL, RO, SI, SK
NMS10	New Member States - 10 countries (2004-2006)	Nouveaux Etats membres - 10 pays (2004-2006)	Neue Mitgliedstaaten - 10 Länder (2004-2006)	Y	This aggregate covers the New Member States in 2004: CZ, EE, CY, LV, LT, HU, MT, PL, SI, SK
EU12	European Community - 12 countries (1986-1994)	Communauté européenne - 12 pays (1986-1994)	Europäische Gemeinschaft - 12 Länder (1986-1994)	Y	This aggregate covers following countries: BE, DK, DE, IE, EL, ES, FR, IT, LU, NL, PT, UK
EU10	European Community - 10 countries (1981-1985)	Communauté européenne - 10 pays (1981-1985)	Europäische Gemeinschaft - 10 Länder (1981-1985)	Y	This aggregate covers following countries: BE, DK, DE, IE, EL, FR, IT,LU, NL, UK
EU9	European Community - 9 countries (1973-1980)	Communauté européenne - 9 pays (1973-1980)	Europäische Gemeinschaft - 9 Länder (1973-1980)	Y	This aggregate covers following countries: BE, DK, DE, IE, FR, IT,LU, NL, UK
EU6	European Community  - 6 founder countries (1958-1972)	Communauté européenne - 6 pays fondateurs (1958-1972)	Europäische Gemeinschaft - 6 Gründerländer (1958-1972)	Y	This aggregate covers following countries: BE, DE, FR, IT,LU, NL
EA	Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Zone euro (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Euroraum (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Y	
EA20	Euro area – 20 countries (from 2023)	Zone euro - 20 pays (à partir de 2023)	Euroraum - 20 Länder (ab 2023)	Y	This aggregate covers following countries since 2023: BE, DE, EE, IE, EL, ES, FR, HR, IT, CY, LV, LT, LU, MT, NL, AT, PT, SI, SK, FI
EA19	Euro area - 19 countries  (2015-2022)	Zone euro - 19 pays (2015-2022)	Euroraum - 19 Länder (2015-2022)	Y	This aggregate covers following countries: BE, DE, EE, IE, EL, ES, FR, IT, CY, LV, LT, LU, MT, NL, AT, PT, SI, SK, FI
EA18	Euro area - 18 countries (2014)	Zone euro - 18 pays (2014)	Euroraum - 18 Länder (2014)	Y	This aggregate covers following countries: BE, DE, EE, IE, EL, ES, FR, IT, CY, LV, LU, MT, NL, AT, PT, SI, SK, FI
EA17	Euro area - 17 countries (2011-2013)	Zone euro - 17 pays (2011-2013)	Euroraum - 17 Länder (2011-2013)	Y	This aggregate covers following countries: BE, DE, EE, IE, EL, ES, FR, IT, CY, LU, MT, NL, AT, PT, SI, SK, FI
EA16	Euro area - 16 countries (2009-2010)	Zone euro - 16 pays (2009-2010)	Euroraum - 16 Länder (2009-2010)	Y	This aggregate covers following countries: BE, DE, IE, EL, ES, FR, IT, CY, LU, MT, NL, AT, PT, SI, SK, FI
EA15	Euro area - 15 countries (2008)	Zone euro - 15 pays (2008)	Euroraum - 15 Länder (2008)	Y	This aggregate covers following countries: BE, DE, IE, EL, ES, FR, IT, CY, LU, MT, NL, AT, PT, SI, FI
EA13	Euro area - 13 countries (2007)	Zone euro - 13 pays (2007)	Euroraum - 13 Länder (2007)	Y	This aggregate covers following countries: BE, DE, IE, EL, ES, FR, IT, LU, NL, AT, PT, SI, FI
EA12	Euro area - 12 countries (2001-2006)	Zone euro - 12 pays (2001-2006)	Euroraum - 12 Länder (2001-2006)	Y	This aggregate covers following countries: BE, DE, IE, EL, ES, FR, IT, LU, NL, AT, PT, FI
EA11	Euro area - 11 countries (1999-2000)	Zone euro - 11 pays (1999-2000)	Euroraum - 11 Länder (1999-2000)	Y	This aggregate covers following countries: BE, DE, IE, ES, FR, IT, LU, NL, AT, PT, FI
BE	Belgium	Belgique	Belgien	Y	
BE1_2	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest and Vlaams Gewest	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest et Vlaams Gewest	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest und Vlaams Gewest	Y	
BE1	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest	Y	
BE10_24	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest and Prov. Vlaams Brabant	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest et Prov. Vlaams Brabant	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest und Prov. Vlaams Brabant	Y	
BE10	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest	Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest	Y	
BE100	Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad	Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad	Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad	Y	
BE2	Vlaams Gewest	Vlaams Gewest	Vlaams Gewest	Y	
BE21	Prov. Antwerpen	Prov. Antwerpen	Prov. Antwerpen	Y	
BE211	Arr. Antwerpen	Arr. Antwerpen	Arr. Antwerpen	Y	
BE212	Arr. Mechelen	Arr. Mechelen	Arr. Mechelen	Y	
BE213	Arr. Turnhout	Arr. Turnhout	Arr. Turnhout	Y	
BE22	Prov. Limburg (BE)	Prov. Limburg (BE)	Prov. Limburg (BE)	Y	
BE221	Arr. Hasselt (NUTS 2016)	Arr. Hasselt (NUTS 2016)	Arr. Hasselt (NUTS 2016)	N	
BE222	Arr. Maaseik (NUTS 2016)	Arr. Maaseik (NUTS 2016)	Arr. Maaseik (NUTS 2016)	N	
BE223	Arr. Tongeren	Arr. Tongeren	Arr. Tongeren	Y	
BE224	Arr. Hasselt	Arr. Hasselt	Arr. Hasselt	Y	
BE225	Arr. Maaseik	Arr. Maaseik	Arr. Maaseik	Y	
BE23	Prov. Oost-Vlaanderen	Prov. Oost-Vlaanderen	Prov. Oost-Vlaanderen	Y	
BE231	Arr. Aalst	Arr. Aalst	Arr. Aalst	Y	
BE232	Arr. Dendermonde	Arr. Dendermonde	Arr. Dendermonde	Y	
BE233	Arr. Eeklo	Arr. Eeklo	Arr. Eeklo	Y	
BE234	Arr. Gent	Arr. Gent	Arr. Gent	Y	
BE235	Arr. Oudenaarde	Arr. Oudenaarde	Arr. Oudenaarde	Y	
BE236	Arr. Sint-Niklaas	Arr. Sint-Niklaas	Arr. Sint-Niklaas	Y	
BE24	Prov. Vlaams-Brabant	Prov. Vlaams-Brabant	Prov. Vlaams-Brabant	Y	
BE241	Arr. Halle-Vilvoorde	Arr. Halle-Vilvoorde	Arr. Halle-Vilvoorde	Y	
BE242	Arr. Leuven	Arr. Leuven	Arr. Leuven	Y	
BE25	Prov. West-Vlaanderen	Prov. West-Vlaanderen	Prov. West-Vlaanderen	Y	
BE251	Arr. Brugge	Arr. Brugge	Arr. Brugge	Y	
BE252	Arr. Diksmuide	Arr. Diksmuide	Arr. Diksmuide	Y	
BE253	Arr. Ieper	Arr. Ieper	Arr. Ieper	Y	
BE254	Arr. Kortrijk	Arr. Kortrijk	Arr. Kortrijk	Y	
BE255	Arr. Oostende	Arr. Oostende	Arr. Oostende	Y	
BE256	Arr. Roeselare	Arr. Roeselare	Arr. Roeselare	Y	
BE257	Arr. Tielt	Arr. Tielt	Arr. Tielt	Y	
BE258	Arr. Veurne	Arr. Veurne	Arr. Veurne	Y	
BE3	Région wallonne	Région wallonne	Région wallonne	Y	
BE31	Prov. Brabant wallon	Prov. Brabant wallon	Prov. Brabant wallon	Y	
BE310	Arr. Nivelles	Arr. Nivelles	Arr. Nivelles	Y	
BE32	Prov. Hainaut	Prov. Hainaut	Prov. Hainaut	Y	
BE321	Arr. Ath (NUTS 2016)	Arr. Ath (NUTS 2016)	Arr. Ath (NUTS 2016)	N	
BE322	Arr. Charleroi (NUTS 2016)	Arr. Charleroi (NUTS 2016)	Arr. Charleroi (NUTS 2016)	N	
BE323	Arr. Mons	Arr. Mons	Arr. Mons	Y	
BE324	Arr. Mouscron (NUTS 2016)	Arr. Mouscron (NUTS 2016)	Arr. Mouscron (NUTS 2016)	N	
BE325	Arr. Soignies (NUTS 2016)	Arr. Soignies (NUTS 2016)	Arr. Soignies (NUTS 2016)	N	
BE326	Arr. Thuin (NUTS 2016)	Arr. Thuin (NUTS 2016)	Arr. Thuin (NUTS 2016)	N	
BE327	Arr. Tournai (NUTS 2016)	Arr. Tournai (NUTS 2016)	Arr. Tournai (NUTS 2016)	N	
BE328	Arr. Tournai-Mouscron	Arr. Tournai-Mouscron	Arr. Tournai-Mouscron	Y	
BE329	Arr. La Louvière	Arr. La Louvière	Arr. La Louvière	Y	
BE32A	Arr. Ath	Arr. Ath	Arr. Ath	Y	
BE32B	Arr. Charleroi	Arr. Charleroi	Arr. Charleroi	Y	
BE32C	Arr. Soignies	Arr. Soignies	Arr. Soignies	Y	
BE32D	Arr. Thuin	Arr. Thuin	Arr. Thuin	Y	
BE33	Prov. Liège	Prov. Liège	Prov. Liège	Y	
BE331	Arr. Huy	Arr. Huy	Arr. Huy	Y	
BE332	Arr. Liège	Arr. Liège	Arr. Liège	Y	
BE334	Arr. Waremme	Arr. Waremme	Arr. Waremme	Y	
BE335_336	Arr. Verviers	Arr. Verviers	Arr. Verviers	Y	
BE335	Arr. Verviers — communes francophones	Arr. Verviers — communes francophones	Arr. Verviers — communes francophones	Y	
BE336	Bezirk Verviers — Deutschsprachige Gemeinschaft	Bezirk Verviers — Deutschsprachige Gemeinschaft	Bezirk Verviers — Deutschsprachige Gemeinschaft	Y	
BE34	Prov. Luxembourg (BE)	Prov. Luxembourg (BE)	Prov. Luxembourg (BE)	Y	
BE341	Arr. Arlon	Arr. Arlon	Arr. Arlon	Y	
BE342	Arr. Bastogne	Arr. Bastogne	Arr. Bastogne	Y	
BE343	Arr. Marche-en-Famenne	Arr. Marche-en-Famenne	Arr. Marche-en-Famenne	Y	
BE344	Arr. Neufchâteau	Arr. Neufchâteau	Arr. Neufchâteau	Y	
BE345	Arr. Virton	Arr. Virton	Arr. Virton	Y	
BE35	Prov. Namur	Prov. Namur	Prov. Namur	Y	
BE351	Arr. Dinant	Arr. Dinant	Arr. Dinant	Y	
BE352	Arr. Namur	Arr. Namur	Arr. Namur	Y	
BE353	Arr. Philippeville	Arr. Philippeville	Arr. Philippeville	Y	
BEZ	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Y	
BEZZ	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Y	
BEZZZ	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Y	
BE_FRA	French Community in Belgium including small German-speaking Community	Communauté française de Belgique y compris la petite communauté germanophone	Französische Gemeinschaft in Belgien einschließlich der kleinen Deutschsprachigen Gemeinschaft	Y	
BE_VLA	Flemish Community in Belgium	Communauté flamande de Belgique	Flämische Gemeinschaft in Belgien	Y	
BE_CAP	Bruxelles/Brussel	Bruxelles/Brussel	Bruxelles/Brussel	Y	
BEX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
BEXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
BEXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
BE_NAL	Belgium, not allocated	Belgique, non alloué	Belgien, nicht zugeordnet	Y	
BG	Bulgaria	Bulgarie	Bulgarien	Y	
BG3	Severna i Yugoiztochna Bulgaria	Severna i Yugoiztochna Bulgaria	Severna i Yugoiztochna Bulgaria	Y	
BG31	Severozapaden	Severozapaden	Severozapaden	Y	
BG311	Vidin	Vidin	Vidin	Y	
BG312	Montana	Montana	Montana	Y	
BG313	Vratsa	Vratsa	Vratsa	Y	
BG314	Pleven	Pleven	Pleven	Y	
BG315	Lovech	Lovech	Lovech	Y	
BG32	Severen tsentralen	Severen tsentralen	Severen tsentralen	Y	
BG321	Veliko Tarnovo	Veliko Tarnovo	Veliko Tarnovo	Y	
BG322	Gabrovo	Gabrovo	Gabrovo	Y	
BG323	Ruse	Ruse	Ruse	Y	
BG324	Razgrad	Razgrad	Razgrad	Y	
BG325	Silistra	Silistra	Silistra	Y	
BG33	Severoiztochen	Severoiztochen	Severoiztochen	Y	
BG331	Varna	Varna	Varna	Y	
BG332	Dobrich	Dobrich	Dobrich	Y	
BG333	Shumen	Shumen	Shumen	Y	
BG334	Targovishte	Targovishte	Targovishte	Y	
BG34	Yugoiztochen	Yugoiztochen	Yugoiztochen	Y	
BG341	Burgas	Burgas	Burgas	Y	
BG342	Sliven	Sliven	Sliven	Y	
BG343	Yambol	Yambol	Yambol	Y	
BG344	Stara Zagora	Stara Zagora	Stara Zagora	Y	
BG4	Yugozapadna i Yuzhna tsentralna Bulgaria	Yugozapadna i Yuzhna tsentralna Bulgaria	Yugozapadna i Yuzhna tsentralna Bulgaria	Y	
BG41	Yugozapaden	Yugozapaden	Yugozapaden	Y	
BG411	Sofia (stolitsa)	Sofia (stolitsa)	Sofia (stolitsa)	Y	
BG412	Sofia	Sofia	Sofia	Y	
BG413	Blagoevgrad	Blagoevgrad	Blagoevgrad	Y	
BG414	Pernik	Pernik	Pernik	Y	
BG415	Kyustendil	Kyustendil	Kyustendil	Y	
BG42	Yuzhen tsentralen	Yuzhen tsentralen	Yuzhen tsentralen	Y	
BG421	Plovdiv	Plovdiv	Plovdiv	Y	
BG422	Haskovo	Haskovo	Haskovo	Y	
BG423	Pazardzhik	Pazardzhik	Pazardzhik	Y	
BG424	Smolyan	Smolyan	Smolyan	Y	
BG425	Kardzhali	Kardzhali	Kardzhali	Y	
BGZ	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Y	
BGZZ	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Y	
BGZZZ	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Y	
BG1	Severna Bulgaria (statistical region 2005)	Severna Bulgaria (statistical region 2005)	Severna Bulgaria (statistical region 2005)	N	
BG11	Severozapaden (statistical region 2005)	Severozapaden (statistical region 2005)	Severozapaden (statistical region 2005)	N	
BG111	Vidin (statistical region 2005)	Vidin (statistical region 2005)	Vidin (statistical region 2005)	N	
BG112	Montana (statistical region 2005)	Montana (statistical region 2005)	Montana (statistical region 2005)	N	
BG113	Vratsa (statistical region 2005)	Vratsa (statistical region 2005)	Vratsa (statistical region 2005)	N	
BG12	Severen tsentralen (statistical region 2005)	Severen tsentralen (statistical region 2005)	Severen tsentralen (statistical region 2005)	N	
BG121	Pleven (statistical region 2005)	Pleven (statistical region 2005)	Pleven (statistical region 2005)	N	
BG122	Lovech (statistical region 2005)	Lovech (statistical region 2005)	Lovech (statistical region 2005)	N	
BG123	Veliko Tarnovo (statistical region 2005)	Veliko Tarnovo (statistical region 2005)	Veliko Tarnovo (statistical region 2005)	N	
BG124	Gabrovo (statistical region 2005)	Gabrovo (statistical region 2005)	Gabrovo (statistical region 2005)	N	
BG125	Ruse (statistical region 2005)	Ruse (statistical region 2005)	Ruse (statistical region 2005)	N	
BG13	Severoiztochen (statistical region 2005)	Severoiztochen (statistical region 2005)	Severoiztochen (statistical region 2005)	N	
BG131	Varna (statistical region 2005)	Varna (statistical region 2005)	Varna (statistical region 2005)	N	
BG132	Dobrich (statistical region 2005)	Dobrich (statistical region 2005)	Dobrich (statistical region 2005)	N	
BG133	Shumen (statistical region 2005)	Shumen (statistical region 2005)	Shumen (statistical region 2005)	N	
BG134	Targovishte (statistical region 2005)	Targovishte (statistical region 2005)	Targovishte (statistical region 2005)	N	
BG135	Razgrad (statistical region 2005)	Razgrad (statistical region 2005)	Razgrad (statistical region 2005)	N	
BG136	Silistra (statistical region 2005)	Silistra (statistical region 2005)	Silistra (statistical region 2005)	N	
BG2	Yuzhna Bulgaria (statistical region 2005)	Yuzhna Bulgaria (statistical region 2005)	Yuzhna Bulgaria (statistical region 2005)	N	
BG21	Yugozapaden (statistical region 2005)	Yugozapaden (statistical region 2005)	Yugozapaden (statistical region 2005)	N	
BG211	Sofia (stolitsa) (statistical region 2005)	Sofia (stolitsa) (statistical region 2005)	Sofia (stolitsa) (statistical region 2005)	N	
BG212	Sofia (statistical region 2005)	Sofia (statistical region 2005)	Sofia (statistical region 2005)	N	
BG213	Blagoevgrad (statistical region 2005)	Blagoevgrad (statistical region 2005)	Blagoevgrad (statistical region 2005)	N	
BG214	Pernik (statistical region 2005)	Pernik (statistical region 2005)	Pernik (statistical region 2005)	N	
BG215	Kyustendil (statistical region 2005)	Kyustendil (statistical region 2005)	Kyustendil (statistical region 2005)	N	
BG22	Yuzhen tsentralen (statistical region 2005)	Yuzhen tsentralen (statistical region 2005)	Yuzhen tsentralen (statistical region 2005)	N	
BG221	Plovdiv (statistical region 2005)	Plovdiv (statistical region 2005)	Plovdiv (statistical region 2005)	N	
BG222	Stara Zagora (statistical region 2005)	Stara Zagora (statistical region 2005)	Stara Zagora (statistical region 2005)	N	
BG223	Haskovo (statistical region 2005)	Haskovo (statistical region 2005)	Haskovo (statistical region 2005)	N	
BG224	Pazardzhik (statistical region 2005)	Pazardzhik (statistical region 2005)	Pazardzhik (statistical region 2005)	N	
BG225	Smolyan (statistical region 2005)	Smolyan (statistical region 2005)	Smolyan (statistical region 2005)	N	
BG226	Kardzhali (statistical region 2005)	Kardzhali (statistical region 2005)	Kardzhali (statistical region 2005)	N	
BG23	Yugoiztochen (statistical region 2005)	Yugoiztochen (statistical region 2005)	Yugoiztochen (statistical region 2005)	N	
BG231	Burgas (statistical region 2005)	Burgas (statistical region 2005)	Burgas (statistical region 2005)	N	
BG232	Sliven (statistical region 2005)	Sliven (statistical region 2005)	Sliven (statistical region 2005)	N	
BG233	Yambol (statistical region 2005)	Yambol (statistical region 2005)	Yambol (statistical region 2005)	N	
BG_CAP	Sofia	Sofia	Sofia	Y	
BGX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
BGXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
BGXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
CZ	Czechia	Tchéquie	Tschechien	Y	
CZ0	Česko	Česko	Česko	Y	
CZ01	Praha	Praha	Praha	Y	
CZ010	Hlavní město Praha	Hlavní město Praha	Hlavní město Praha	Y	
CZ02	Střední Čechy	Střední Čechy	Střední Čechy	Y	
CZ020	Středočeský kraj	Středočeský kraj	Středočeský kraj	Y	
CZ03	Jihozápad	Jihozápad	Jihozápad	Y	
CZ031	Jihočeský kraj	Jihočeský kraj	Jihočeský kraj	Y	
CZ032	Plzeňský kraj	Plzeňský kraj	Plzeňský kraj	Y	
CZ04	Severozápad	Severozápad	Severozápad	Y	
CZ041	Karlovarský kraj	Karlovarský kraj	Karlovarský kraj	Y	
CZ042	Ústecký kraj	Ústecký kraj	Ústecký kraj	Y	
CZ05	Severovýchod	Severovýchod	Severovýchod	Y	
CZ051	Liberecký kraj	Liberecký kraj	Liberecký kraj	Y	
CZ052	Královéhradecký kraj	Královéhradecký kraj	Královéhradecký kraj	Y	
CZ053	Pardubický kraj	Pardubický kraj	Pardubický kraj	Y	
CZ06	Jihovýchod	Jihovýchod	Jihovýchod	Y	
CZ061	Vysocina (NUTS 2003)	Vysocina (NUTS 2003)	Vysocina (NUTS 2003)	N	
CZ062	Jihomoravský (NUTS 2003)	Jihomoravský (NUTS 2003)	Jihomoravský (NUTS 2003)	N	
CZ063	Kraj Vysočina	Kraj Vysočina	Kraj Vysočina	Y	
CZ064	Jihomoravský kraj	Jihomoravský kraj	Jihomoravský kraj	Y	
CZ07	Střední Morava	Střední Morava	Střední Morava	Y	
CZ071	Olomoucký kraj	Olomoucký kraj	Olomoucký kraj	Y	
CZ072	Zlínský kraj	Zlínský kraj	Zlínský kraj	Y	
CZ08	Moravskoslezsko	Moravskoslezsko	Moravskoslezsko	Y	
CZ080	Moravskoslezský kraj	Moravskoslezský kraj	Moravskoslezský kraj	Y	
CZZ	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Y	
CZZZ	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Y	
CZZZZ	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Y	
CZ_CAP	Praha	Praha	Praha	Y	
CZX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
CZXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
CZXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
CZ_CEC	Cechy	Cechy	Cechy	N	
CZ_MOR	Morava	Morava	Morava	N	
DK	Denmark	Danemark	Dänemark	Y	
DK0	Danmark	Danmark	Danmark	Y	
DK01	Hovedstaden	Hovedstaden	Hovedstaden	Y	
DK011	Byen København	Byen København	Byen København	Y	
DK012	Københavns omegn	Københavns omegn	Københavns omegn	Y	
DK013	Nordsjælland	Nordsjælland	Nordsjælland	Y	
DK014	Bornholm	Bornholm	Bornholm	Y	
DK02	Sjælland	Sjælland	Sjælland	Y	
DK021	Østsjælland	Østsjælland	Østsjælland	Y	
DK022	Vest- og Sydsjælland	Vest- og Sydsjælland	Vest- og Sydsjælland	Y	
DK03	Syddanmark	Syddanmark	Syddanmark	Y	
DK031	Fyn	Fyn	Fyn	Y	
DK032	Sydjylland	Sydjylland	Sydjylland	Y	
DK04	Midtjylland	Midtjylland	Midtjylland	Y	
DK041	Vestjylland	Vestjylland	Vestjylland	Y	
DK042	Østjylland	Østjylland	Østjylland	Y	
DK05	Nordjylland	Nordjylland	Nordjylland	Y	
DK050	Nordjylland	Nordjylland	Nordjylland	Y	
DKZ	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Y	
DKZZ	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Y	
DKZZZ	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Y	
DK001-004	København og Frederiksberg Kommuner, Roskilde amt, Københavns amt, Frederiksborg amt (NUTS 1999)	København og Frederiksberg Kommuner, Roskilde amt, Københavns amt, Frederiksborg amt (NUTS 1999)	København og Frederiksberg Kommuner, Roskilde amt, Københavns amt, Frederiksborg amt (NUTS 1999)	N	
DK001	København og Frederiksberg Kommuner (NUTS 1999)	København og Frederiksberg Kommuner (NUTS 1999)	København og Frederiksberg Kommuner (NUTS 1999)	N	
DK002	Københavns amt (NUTS 1999)	Københavns amt (NUTS 1999)	Københavns amt (NUTS 1999)	N	
