CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
RO07	Centru (statistical region 2002)	Centru (statistical region 2002)	Centru (statistical region 2002)	N	
RO071	Alba (statistical region 2002)	Alba (statistical region 2002)	Alba (statistical region 2002)	N	
RO072	Brasov (statistical region 2002)	Brasov (statistical region 2002)	Brasov (statistical region 2002)	N	
RO073	Covasna (statistical region 2002)	Covasna (statistical region 2002)	Covasna (statistical region 2002)	N	
RO074	Harghita (statistical region 2002)	Harghita (statistical region 2002)	Harghita (statistical region 2002)	N	
RO075	Mures (statistical region 2002)	Mures (statistical region 2002)	Mures (statistical region 2002)	N	
RO076	Sibiu (statistical region 2002)	Sibiu (statistical region 2002)	Sibiu (statistical region 2002)	N	
RO08	Bucuresti (statistical region 2002)	Bucuresti (statistical region 2002)	Bucuresti (statistical region 2002)	N	
RO081	Bucuresti (capital) (statistical region 2002)	Bucuresti (capital) (statistical region 2002)	Bucuresti (capital) (statistical region 2002)	N	
RO082	Ilfov (statistical region 2002)	Ilfov (statistical region 2002)	Ilfov (statistical region 2002)	N	
RO_CAP	Bucuresti	Bucuresti	Bucuresti	Y	
ROX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
ROXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
ROXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
SI	Slovenia	Slovénie	Slowenien	Y	
SI0	Slovenija	Slovenija	Slovenija	Y	
SI03	Vzhodna Slovenija	Vzhodna Slovenija	Vzhodna Slovenija	Y	
SI031	Pomurska	Pomurska	Pomurska	Y	
SI032	Podravska	Podravska	Podravska	Y	
SI033	Koroška	Koroška	Koroška	Y	
SI034	Savinjska	Savinjska	Savinjska	Y	
SI035	Zasavska	Zasavska	Zasavska	Y	
SI036	Posavska	Posavska	Posavska	Y	
SI037	Jugovzhodna Slovenija	Jugovzhodna Slovenija	Jugovzhodna Slovenija	Y	
SI038	Primorsko-notranjska	Primorsko-notranjska	Primorsko-notranjska	Y	
SI01	Vzhodna Slovenija (NUTS 2010)	Vzhodna Slovenija (NUTS 2010)	Vzhodna Slovenija (NUTS 2010)	N	
SI011	Pomurska (NUTS 2010)	Pomurska (NUTS 2010)	Pomurska (NUTS 2010)	N	
SI012	Podravska (NUTS 2010)	Podravska (NUTS 2010)	Podravska (NUTS 2010)	N	
SI013	Koroska (NUTS 2010)	Koroska (NUTS 2010)	Koroska (NUTS 2010)	N	
SI014	Savinjska (NUTS 2010)	Savinjska (NUTS 2010)	Savinjska (NUTS 2010)	N	
SI015	Zasavska (NUTS 2010)	Zasavska (NUTS 2010)	Zasavska (NUTS 2010)	N	
SI016	Spodnjeposavska (NUTS 2010)	Spodnjeposavska (NUTS 2010)	Spodnjeposavska (NUTS 2010)	N	
SI017	Jugovzhodna Slovenija (NUTS 2010)	Jugovzhodna Slovenija (NUTS 2010)	Jugovzhodna Slovenija (NUTS 2010)	N	
SI018	Notranjsko-kraska (NUTS 2010)	Notranjsko-kraska (NUTS 2010)	Notranjsko-kraska (NUTS 2010)	N	
SI04	Zahodna Slovenija	Zahodna Slovenija	Zahodna Slovenija	Y	
SI041	Osrednjeslovenska	Osrednjeslovenska	Osrednjeslovenska	Y	
SI042	Gorenjska	Gorenjska	Gorenjska	Y	
SI043	Goriška	Goriška	Goriška	Y	
SI044	Obalno-kraška	Obalno-kraška	Obalno-kraška	Y	
SI02	Zahodna Slovenija (NUTS 2010)	Zahodna Slovenija (NUTS 2010)	Zahodna Slovenija (NUTS 2010)	N	
SI021	Osrednjeslovenska (NUTS 2010)	Osrednjeslovenska (NUTS 2010)	Osrednjeslovenska (NUTS 2010)	N	
SI022	Gorenjska (NUTS 2010)	Gorenjska (NUTS 2010)	Gorenjska (NUTS 2010)	N	
SI023	Goriska (NUTS 2010)	Goriska (NUTS 2010)	Goriska (NUTS 2010)	N	
SI024	Obalno-kraska (NUTS 2010)	Obalno-kraska (NUTS 2010)	Obalno-kraska (NUTS 2010)	N	
SIZ	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Y	
SIZZ	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Y	
SIZZZ	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Y	
SI_CAP	Ljubljana	Ljubljana	Ljubljana	Y	
SIX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
SIXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
SIXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
SI_POD1	Podravje - Stajerska Slovenija	Podravje - Stajerska Slovenija	Podravje - Stajerska Slovenija	N	
SI_POD2	Podravje - Prekmurje	Podravje - Prekmurje	Podravje - Prekmurje	N	
SI_POS1	Posavje - Dolenjska	Posavje - Dolenjska	Posavje - Dolenjska	N	
SI_POS2	Posavje - Bela krajina	Posavje - Bela krajina	Posavje - Bela krajina	N	
SI_POS3	Posavje - Bizeljsko Sremic	Posavje - Bizeljsko Sremic	Posavje - Bizeljsko Sremic	N	
SI_PRI1	Primorje - Kras	Primorje - Kras	Primorje - Kras	N	
SI_PRI2	Primorje - Slovenska Istra	Primorje - Slovenska Istra	Primorje - Slovenska Istra	N	
SI_PRI3	Primorje - Vipavska dolina (Vipava)	Primorje - Vipavska dolina (Vipava)	Primorje - Vipavska dolina (Vipava)	N	
SI_PRI4	Primorje - Goriska brda (Brda)	Primorje - Goriska brda (Brda)	Primorje - Goriska brda (Brda)	N	
SI_OUTW	Outside wine-growing districts	Outside wine-growing districts	Outside wine-growing districts	N	
SK	Slovakia	Slovaquie	Slowakei	Y	
SK0	Slovensko	Slovensko	Slovensko	Y	
SK01	Bratislavský kraj	Bratislavský kraj	Bratislavský kraj	Y	
SK010	Bratislavský kraj	Bratislavský kraj	Bratislavský kraj	Y	
SK02	Západné Slovensko	Západné Slovensko	Západné Slovensko	Y	
SK021	Trnavský kraj	Trnavský kraj	Trnavský kraj	Y	
SK022	Trenčiansky kraj	Trenčiansky kraj	Trenčiansky kraj	Y	
SK023	Nitriansky kraj	Nitriansky kraj	Nitriansky kraj	Y	
SK03	Stredné Slovensko	Stredné Slovensko	Stredné Slovensko	Y	
SK031	Žilinský kraj	Žilinský kraj	Žilinský kraj	Y	
SK032	Banskobystrický kraj	Banskobystrický kraj	Banskobystrický kraj	Y	
SK04	Východné Slovensko	Východné Slovensko	Východné Slovensko	Y	
SK041	Prešovský kraj	Prešovský kraj	Prešovský kraj	Y	
SK042	Košický kraj	Košický kraj	Košický kraj	Y	
SKZ	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Y	
SKZZ	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Y	
SKZZZ	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Y	
SK_CAP	Bratislava	Bratislava	Bratislava	Y	
SKX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
SKXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
SKXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
SK_MAL	Malokarpatská	Malokarpatská	Malokarpatská	N	
SK_JUZ	Juznoslovenská	Juznoslovenská	Juznoslovenská	N	
SK_STR	Stredoslovenská	Stredoslovenská	Stredoslovenská	N	
SK_NIT	Nitrianska	Nitrianska	Nitrianska	N	
SK_VYC	Východoslovenská	Východoslovenská	Východoslovenská	N	
SK_TOK	Tokajská	Tokajská	Tokajská	N	
FI	Finland	Finlande	Finnland	Y	
FI1	Manner-Suomi	Manner-Suomi	Manner-Suomi	Y	
FI11_12_2	Uusimaa, Etelä-Suomi, Åland (NUTS 1995)	Uusimaa, Etelä-Suomi, Åland (NUTS 1995)	Uusimaa, Etelä-Suomi, Åland (NUTS 1995)	N	
FI11	Uusimaa (NUTS 1995)	Uusimaa (NUTS 1995)	Uusimaa (NUTS 1995)	N	
FI12	Etelä-Suomi (NUTS 1995)	Etelä-Suomi (NUTS 1995)	Etelä-Suomi (NUTS 1995)	N	
FI13	Itä-Suomi (NUTS 2006)	Itä-Suomi (NUTS 2006)	Itä-Suomi (NUTS 2006)	N	
FI131	Etelä-Savo (NUTS 2006)	Etelä-Savo (NUTS 2006)	Etelä-Savo (NUTS 2006)	N	
FI132	Pohjois-Savo (NUTS 2006)	Pohjois-Savo (NUTS 2006)	Pohjois-Savo (NUTS 2006)	N	
FI133	Pohjois-Karjala (NUTS 2006)	Pohjois-Karjala (NUTS 2006)	Pohjois-Karjala (NUTS 2006)	N	
FI134	Kainuu (NUTS 2006)	Kainuu (NUTS 2006)	Kainuu (NUTS 2006)	N	
FI14	Väli-Suomi (NUTS 1995)	Väli-Suomi (NUTS 1995)	Väli-Suomi (NUTS 1995)	N	
FI15	Pohjois-Suomi (NUTS 1995)	Pohjois-Suomi (NUTS 1995)	Pohjois-Suomi (NUTS 1995)	N	
FI16	Uusimaa (suuralue)(NUTS 1995)	Uusimaa (suuralue)(NUTS 1995)	Uusimaa (suuralue)(NUTS 1995)	N	
FI18_20	Etelä-Suomi, Åland (NUTS 2006)	Etelä-Suomi, Åland (NUTS 2006)	Etelä-Suomi, Åland (NUTS 2006)	N	
FI18	Etelä-Suomi (NUTS 2006)	Etelä-Suomi (NUTS 2006)	Etelä-Suomi (NUTS 2006)	N	
FI181_182	Uusimaa, Itä-Uusimaa (NUTS 2006)	Uusimaa, Itä-Uusimaa (NUTS 2006)	Uusimaa, Itä-Uusimaa (NUTS 2006)	N	
FI181	Uusimaa (NUTS 2006)	Uusimaa (NUTS 2006)	Uusimaa (NUTS 2006)	N	
FI182	Itä-Uusimaa (NUTS 2006)	Itä-Uusimaa (NUTS 2006)	Itä-Uusimaa (NUTS 2006)	N	
FI183	Varsinais-Suomi (NUTS 2006)	Varsinais-Suomi (NUTS 2006)	Varsinais-Suomi (NUTS 2006)	N	
FI184	Kanta-Häme (NUTS 2006)	Kanta-Häme (NUTS 2006)	Kanta-Häme (NUTS 2006)	N	
FI185	Päijät-Häme (NUTS 2006)	Päijät-Häme (NUTS 2006)	Päijät-Häme (NUTS 2006)	N	
FI186	Kymenlaakso (NUTS 2006)	Kymenlaakso (NUTS 2006)	Kymenlaakso (NUTS 2006)	N	
FI187	Etelä-Karjala (NUTS 2006)	Etelä-Karjala (NUTS 2006)	Etelä-Karjala (NUTS 2006)	N	
FI19_20	Länsi-Suomi, Åland	Länsi-Suomi, Åland	Länsi-Suomi, Åland	Y	
FI19	Länsi-Suomi	Länsi-Suomi	Länsi-Suomi	Y	
FI191	Satakunta (NUTS 2003)	Satakunta (NUTS 2003)	Satakunta (NUTS 2003)	N	
FI192	Pirkanmaa (NUTS 2003)	Pirkanmaa (NUTS 2003)	Pirkanmaa (NUTS 2003)	N	
FI193	Keski-Suomi (NUTS 2021)	Keski-Suomi (NUTS 2021)	Keski-Suomi (NUTS 2021)	N	
FI194	Etelä-Pohjanmaa (NUTS 2021)	Etelä-Pohjanmaa (NUTS 2021)	Etelä-Pohjanmaa (NUTS 2021)	N	
FI195	Pohjanmaa (NUTS 2021)	Pohjanmaa (NUTS 2021)	Pohjanmaa (NUTS 2021)	N	
FI196	Satakunta	Satakunta	Satakunta	Y	
FI197	Pirkanmaa (NUTS 2021)	Pirkanmaa (NUTS 2021)	Pirkanmaa (NUTS 2021)	N	
FI198	Keski-Suomi	Keski-Suomi	Keski-Suomi	Y	
FI199	Etelä-Pohjanmaa	Etelä-Pohjanmaa	Etelä-Pohjanmaa	Y	
FI19A	Pohjanmaa	Pohjanmaa	Pohjanmaa	Y	
FI19B	Pirkanmaa	Pirkanmaa	Pirkanmaa	Y	
FI1A	Pohjois-Suomi (NUTS 2006)	Pohjois-Suomi (NUTS 2006)	Pohjois-Suomi (NUTS 2006)	N	
FI1A1	Keski-Pohjanmaa (NUTS 2006)	Keski-Pohjanmaa (NUTS 2006)	Keski-Pohjanmaa (NUTS 2006)	N	
FI1A2	Pohjois-Pohjanmaa (NUTS 2006)	Pohjois-Pohjanmaa (NUTS 2006)	Pohjois-Pohjanmaa (NUTS 2006)	N	
FI1A3	Lappi (NUTS 2006)	Lappi (NUTS 2006)	Lappi (NUTS 2006)	N	
FI1B	Helsinki-Uusimaa	Helsinki-Uusimaa	Helsinki-Uusimaa	Y	
FI1B1	Helsinki-Uusimaa	Helsinki-Uusimaa	Helsinki-Uusimaa	Y	
FI1C	Etelä-Suomi	Etelä-Suomi	Etelä-Suomi	Y	
FI1C1	Varsinais-Suomi	Varsinais-Suomi	Varsinais-Suomi	Y	
FI1C2	Kanta-Häme	Kanta-Häme	Kanta-Häme	Y	
FI1C3	Päijät-Häme (NUTS 2021)	Päijät-Häme (NUTS 2021)	Päijät-Häme (NUTS 2021)	N	
FI1C4	Kymenlaakso (NUTS 2021)	Kymenlaakso (NUTS 2021)	Kymenlaakso (NUTS 2021)	N	
FI1C5	Etelä-Karjala	Etelä-Karjala	Etelä-Karjala	Y	
FI1C6	Päijät-Häme	Päijät-Häme	Päijät-Häme	Y	
FI1C7	Kymenlaakso	Kymenlaakso	Kymenlaakso	Y	
FI1D	Pohjois- ja Itä-Suomi	Pohjois- ja Itä-Suomi	Pohjois- ja Itä-Suomi	Y	
FI1D1	Etelä-Savo (NUTS 2021)	Etelä-Savo (NUTS 2021)	Etelä-Savo (NUTS 2021)	N	
FI1D2	Pohjois-Savo (NUTS 2021)	Pohjois-Savo (NUTS 2021)	Pohjois-Savo (NUTS 2021)	N	
FI1D3	Pohjois-Karjala (NUTS 2021)	Pohjois-Karjala (NUTS 2021)	Pohjois-Karjala (NUTS 2021)	N	
FI1D4	Kainuu (NUTS 2013)	Kainuu (NUTS 2013)	Kainuu (NUTS 2013)	N	
FI1D5	Keski-Pohjanmaa	Keski-Pohjanmaa	Keski-Pohjanmaa	Y	
FI1D6	Pohjois-Pohjanmaa (NUTS 2013)	Pohjois-Pohjanmaa (NUTS 2013)	Pohjois-Pohjanmaa (NUTS 2013)	N	
FI1D7	Lappi	Lappi	Lappi	Y	
FI1D8	Kainuu	Kainuu	Kainuu	Y	
FI1D9	Pohjois-Pohjanmaa	Pohjois-Pohjanmaa	Pohjois-Pohjanmaa	Y	
FI1DA	Etelä-Savo	Etelä-Savo	Etelä-Savo	Y	
FI1DB	Pohjois-Savo	Pohjois-Savo	Pohjois-Savo	Y	
FI1DC	Pohjois-Karjala	Pohjois-Karjala	Pohjois-Karjala	Y	
FI2	Åland	Åland	Åland	Y	
FI20	Åland	Åland	Åland	Y	
FI200	Åland	Åland	Åland	Y	
FIZ	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Y	
FIZZ	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Y	
FIZZZ	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Y	
FI_CAP	Helsinki	Helsinki	Helsinki	Y	
FIX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
FIXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
FIXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
FI_NAL	Finland, not allocated	Finlande, non alloué	Finnland, nicht zugeordnet	Y	
SE	Sweden	Suède	Schweden	Y	
SE1	Östra Sverige	Östra Sverige	Östra Sverige	Y	
SE11	Stockholm	Stockholm	Stockholm	Y	
SE110	Stockholms län	Stockholms län	Stockholms län	Y	
SE12	Östra Mellansverige	Östra Mellansverige	Östra Mellansverige	Y	
SE121	Uppsala län	Uppsala län	Uppsala län	Y	
SE122	Södermanlands län	Södermanlands län	Södermanlands län	Y	
SE123	Östergötlands län	Östergötlands län	Östergötlands län	Y	
SE124	Örebro län	Örebro län	Örebro län	Y	
SE125	Västmanlands län	Västmanlands län	Västmanlands län	Y	
SE2	Södra Sverige	Södra Sverige	Södra Sverige	Y	
SE21	Småland med öarna	Småland med öarna	Småland med öarna	Y	
SE211	Jönköpings län	Jönköpings län	Jönköpings län	Y	
SE212	Kronobergs län	Kronobergs län	Kronobergs län	Y	
SE213	Kalmar län	Kalmar län	Kalmar län	Y	
SE214	Gotlands län	Gotlands län	Gotlands län	Y	
SE22	Sydsverige	Sydsverige	Sydsverige	Y	
SE221	Blekinge län	Blekinge län	Blekinge län	Y	
SE224	Skåne län	Skåne län	Skåne län	Y	
SE23	Västsverige	Västsverige	Västsverige	Y	
SE231	Hallands län	Hallands län	Hallands län	Y	
SE232	Västra Götalands län	Västra Götalands län	Västra Götalands län	Y	
SE3	Norra Sverige	Norra Sverige	Norra Sverige	Y	
SE31	Norra Mellansverige	Norra Mellansverige	Norra Mellansverige	Y	
SE311	Värmlands län	Värmlands län	Värmlands län	Y	
SE312	Dalarnas län	Dalarnas län	Dalarnas län	Y	
SE313	Gävleborgs län	Gävleborgs län	Gävleborgs län	Y	
SE32	Mellersta Norrland	Mellersta Norrland	Mellersta Norrland	Y	
SE321	Västernorrlands län	Västernorrlands län	Västernorrlands län	Y	
SE322	Jämtlands län	Jämtlands län	Jämtlands län	Y	
SE33	Övre Norrland	Övre Norrland	Övre Norrland	Y	
SE331	Västerbottens län	Västerbottens län	Västerbottens län	Y	
SE332	Norrbottens län	Norrbottens län	Norrbottens län	Y	
SEZ	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Extra-Regio NUTS 1	Y	
SEZZ	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Extra-Regio NUTS 2	Y	
SEZZZ	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Extra-Regio NUTS 3	Y	
SE021	Uppsala län (NUTS 2003)	Uppsala län (NUTS 2003)	Uppsala län (NUTS 2003)	N	
SE025	Västmanlands län (NUTS 2003)	Västmanlands län (NUTS 2003)	Västmanlands län (NUTS 2003)	N	
SE03	Småland med öarna (NUTS 1995)	Småland med öarna (NUTS 1995)	Småland med öarna (NUTS 1995)	N	
SE05	Västsverige (NUTS 1995)	Västsverige (NUTS 1995)	Västsverige (NUTS 1995)	N	
SE_CAP	Stockholm	Stockholm	Stockholm	Y	
SEX	Not regionalised/Unknown NUTS 1	Non régionalisé/Inconnue NUTS 1	Nicht regionalisiert/Unbekannte NUTS 1	Y	
SEXX	Not regionalised/Unknown NUTS 2	Non régionalisé/Inconnue NUTS 2	Nicht regionalisiert/Unbekannte NUTS 2	Y	
SEXXX	Not regionalised/Unknown NUTS 3	Non régionalisé/Inconnue NUTS 3	Nicht regionalisiert/Unbekannte NUTS 3	Y	
BLEU	Belgo-Luxembourg Economic Union	Union Economique Belgo-Luxembourgeoise	Belgisch-Luxemburgische Wirtschaftsunion	Y	This aggregate covers following countries (1921-2002): BE, LU
BAL	Baltic countries	Pays baltes	Baltische Länder	Y	This aggregate covers following countries: EE, LV, LT
CHUNNEL	Channel Tunnel	Tunnel sous la Manche	Kanaltunnel	Y	
EU_NEU	EU countries and non-EU countries (aggregate changing according to the context)	Pays UE et pays hors UE (agrégat variable en fonction du contexte)	EU-Länder und Nicht-EU-Länder (Aggregat ändert sich je nach Anwendungsbereich)	Y	
EU27_2020_NEU27_2020	EU27 countries (from 2020) and non-EU27 countries (from 2020)	Pays UE27 (à partir de 2020) et pays hors UE27 (à partir de 2020)	EU27-Länder (ab 2020) und Nicht-EU27-Länder (ab 2020)	Y	
EU28_NEU28	EU28 countries (2013-2020) and non-EU28 countries (2013-2020)	Pays UE28 (2013-2020) et pays hors UE28 (2013-2020)	EU28-Länder (2013-2020) und Nicht-EU28-Länder (2013-2020)	Y	
EU27_2020_NEA20	EU27 countries (from 2020) not in EA20 (from 2023) - 7 countries	Pays UE27 (à partir de 2020) non membres de la zone euro EA20 (à partir de 2023) - 7 pays	EU27-Länder (ab 2020) nicht in EA20 (ab 2023) - 7 Länder	Y	This aggregate covers following countries: BG, CZ, DK, HU, PL, RO, SE
EU27_2020_NEA20_X_DK_SE	EU27 countries (from 2020) not in EA20 (from 2023), except DK and SE	Pays UE27 (à partir de 2020) non membres de la zone euro EA20 (à partir de 2023) hors Danemark et Suède	EU27-Länder (ab 2020) nicht in EA20 (ab 2023) ohne Dänemark und Schweden	Y	This aggregate covers following countries: CZ,HU,PL,RO,BG
EU27_2020_NEA19	EU27 countries (from 2020) not in EA19 (from 2015) - 8 countries	Pays UE27 (à partir de 2020) non membres de la zone euro EA19 (à partir de 2015) - 8 pays	EU27-Länder (ab 2020) nicht in EA19 (ab 2015) - 8 Länder	Y	This aggregate covers following countries: BG, CZ, DK, HR, HU, PL, RO, SE
NMS_NEA20	New Member States not in EA20 (from 2023) - 5 countries	Nouveaux Etats membres non membres de la zone euro EA20 (à partir de 2023) - 5 pays	Neue Mitgliedstaaten nicht in EA20 (ab 2023) - 5 Länder	Y	This aggregate covers following new Member States: BG, CZ, HU, PL, RO
NMS_NEA19	New Member States not in EA19 (from 2015) - 6 countries	Nouveaux Etats membres non membres de la zone euro EA19 (à partir de 2015) - 6 pays	Neue Mitgliedstaaten nicht in EA19 (ab 2015) - 6 Länder	Y	This aggregate covers following new Member States: BG, CZ, HR, HU, PL, RO
EU_OTH	Other EU countries	Autre(s) pays UE	Sonstige EU-Länder	Y	
EU25_OTH	Other EU25 countries (2004-2006)	Autre(s) pays UE25 (2004-2006)	Sonstige EU25-Länder (2004-2006)	Y	
EU15_OTH	Other EU15 countries (1995-2004)	Autre(s) pays UE15 (1995-2004)	Sonstige EU15-Länder (1995-2004)	Y	
INT_EU	Intra-EU	Intra-UE	Intra-EU	Y	
INT_EU27_2020	Intra-EU27 (from 2020)	Intra-UE27 (à partir de 2020)	Intra-EU27 (ab 2020)	Y	
INT_EU28	Intra-EU28 (2013-2020)	Intra-UE28 (2013-2020)	Intra-EU28 (2013-2020)	Y	
INT_EU27_2007	Intra-EU27 (2007-2013)	Intra-UE27 (2007-2013)	Intra-EU27 (2007-2013)	Y	
INT_EU25	Intra-EU25 (2004-2006)	Intra-UE25 (2004-2006)	Intra-EU25 (2004-2006)	Y	
INT_EU15	Intra-EU15 (1995-2004)	Intra-UE15 (1995-2004)	Intra-EU15 (1995-2004)	Y	
INT_NMS10	Intra-New Member States - 10 countries (2004-2006)	Intra-nouveaux Etats membres - 10 pays (2004-2006)	Intra-Neue Mitgliedstaaten - 10 Länder (2004-2006)	Y	
INT_NMS12	Intra-New Member States - 12 countries (2007-2013)	Intra-nouveaux Etats membres - 12 pays (2007-2013)	Intra-Neue Mitgliedstaaten - 12 Länder (2007-2013)	Y	
INT_EA	Intra-euro area	Intra-zone euro	Intra-Euroraum	Y	
INT_EU_NAL	Intra-EU, not allocated	Intra-UE, non alloué	Intra-EU, nicht zugeordnet	Y	
INT_EU15_NAL	Intra-EU15 (1995-2004), not allocated	Intra-UE15 (1995-2004), non alloué	Intra-EU15 (1995-2004), nicht zugeordnet	Y	
INT_EA_NAL	Intra-euro area, not allocated	Intra-zone euro, non alloué	Intra-Euroraum, nicht zugeordnet	Y	
EU27_2020_EFTA_FOR	EU27 countries (from 2020) or EFTA countries except reporting country	Pays de l'UE27 (à partir de 2020) ou pays de l'AELE hors pays déclarant	EU27-Länder (ab 2020) oder EFTA-Länder ohne das Meldeland	Y	
EU28_EFTA_FOR	EU28 countries (2013-2020) or EFTA countries except reporting country	Pays de l'UE28 (2013-2020) ou pays de l'AELE hors pays déclarant	EU28-Länder (2013-2020) oder EFTA-Länder ohne das Meldeland	Y	
EU_FOR	EU-countries except reporting country	Pays de l'UE hors pays déclarant	EU-Länder ohne das Meldeland	Y	
EU27_2020_FOR	EU27 countries (from 2020) except reporting country	Pays de l'UE27 (à partir de 2020) hors pays déclarant	EU27-Länder (ab 2020) ohne das Meldeland	Y	
EU28_FOR	EU28 countries (2013-2020) except reporting country	Pays de l'UE28 (2013-2020) hors pays déclarant	EU28-Länder (2013-2020) ohne das Meldeland	Y	
EU27_2007_FOR	EU27 countries (2007-2013) except reporting country	Pays de l'UE27 (2007-2013) hors pays déclarant	EU27-Länder (2007-2013) ohne das Meldeland	Y	
EU25_FOR	EU25 countries (2004-2006) except reporting country	Pays de l'UE25 (2004-2006) hors pays declarant	EU25-Länder (2004-2006) ohne das Meldeland	Y	
EU15_FOR	EU15 countries (1995-2004) except reporting country	Pays de l'UE15 (1995-2004) hors pays declarant	EU15-Länder (1995-2004) ohne das Meldeland	Y	
EU12_FOR	EU12 countries (1986-1994) except reporting country	Pays de l'UE12 (1986-1994) hors pays déclarant	EU12-Länder (1986-1994) ohne das Meldeland	Y	
EEA	European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)	Espace économique européen (EEE) (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)	Europäischer Wirtschaftsraum (EWR) (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)	Y	
EEA30_2020	European Economic Area (EU27 from 2020 and IS, LI, NO)	Espace économique européen (EEE) (UE27 à partir de 2020 et IS, LI, NO)	Europäischer Wirtschaftsraum (EWR) (EU27 ab 2020 und IS, LI, NO)	Y	This aggregate covers following countries: BE, BG, CZ, DK, DE, EE, IE, EL, ES, FR, HR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, RO, SI, SK, FI, SE, IS, LI, NO
EEA31	European Economic Area (EU28 - 2013-2020 and IS, LI, NO)	Espace économique européen (EEE) (UE28 - 2013-2020 et IS, LI, NO)	Europäischer Wirtschaftsraum (EWR) (EU28 - 2013-2020 und IS, LI, NO)	Y	This aggregate covers following countries: BE, BG, CZ, DK, DE, EE, IE, EL, ES, FR, HR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, RO, SI, SK, FI, SE, UK, IS, LI, NO
EEA30_2007	European Economic Area (EU27 - 2007-2013 and IS, LI, NO)	Espace économique européen (EEE) (UE27 - 2007-2013 et IS, LI, NO)	Europäischer Wirtschaftsraum (EWR) (EU27 - 2007-2013 und IS, LI, NO)	Y	This aggregate covers following countries: BE, BG, CZ, DK, DE, EE, IE, EL, ES, FR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, RO, SI, SK, FI, SE, UK, IS, LI, NO
EEA28	European Economic Area (EU25 - 2004-2006 and IS, LI, NO)	Espace économique européen (EEE) (UE25 - 2004-2006 et IS, LI, NO)	Europäischer Wirtschaftsraum (EWR) (EU25 - 2004-2006 und IS, LI, NO)	Y	This aggregate covers following countries: BE, CZ, DK, DE, EE, IE, EL, ES, FR, IT, CY, LV, LT, LU, HU, MT, NL, AT, PL, PT, SI, SK, FI, SE, UK, IS, LI, NO
